剧情ID,剧情对话1类型,剧情对话1人物方位,剧情对话1人物ID,剧情对话1人物Y轴偏移值,剧情对话1人物动作,"剧情对话1人物
头部转向","剧情对话1人物
身体朝向",剧情对话1文本,语音1,剧情对话2类型,剧情对话2人物方位,剧情对话2人物ID,剧情对话2人物Y轴偏移值,剧情对话2人物动作,"剧情对话2人物
头部转向","剧情对话2人物
身体朝向",剧情对话2文本,语音2,剧情对话3类型,剧情对话3人物方位,剧情对话3人物ID,剧情对话3人物Y轴偏移值,剧情对话3人物动作,"剧情对话3人物
头部转向","剧情对话3人物
身体朝向",剧情对话3文本,语音3,剧情对话4类型,剧情对话4人物方位,剧情对话4人物ID,剧情对话4人物Y轴偏移值,剧情对话4人物动作,"剧情对话4人物
头部转向","剧情对话4人物
身体朝向",剧情对话4文本,语音4,剧情对话5类型,剧情对话5人物方位,剧情对话5人物ID,剧情对话5人物Y轴偏移值,剧情对话5人物动作,"剧情对话5人物
头部转向","剧情对话5人物
身体朝向",剧情对话5文本,语音5,剧情对话6类型,剧情对话6人物方位,剧情对话6人物ID,剧情对话6人物Y轴偏移值,剧情对话6人物动作,"剧情对话6人物
头部转向","剧情对话6人物
身体朝向",剧情对话6文本,语音6,
newfunction_1502,1,1,H:H0031,0,,10,-30,如您所见，当您麾下英雄达到一定[ffb220]等级[-]并拥有足够的[ffb220]神灵精魄[-]时，他便可以提升自己的[ffb220]星光之力[-]了。当英雄提升一定次数的[ffb220]星光之力[-]后便可激活相对应的[ffb220]星光[-]了噢！,xinshouyindao/v_newfunction_1502_01,1,1,H:H0031,0,,10,-30,激活[ffb220]星光[-]的英雄不仅可以获得[ffb220]星辰流光[-]的外表还会获得大量的[ffb220]属性加成[-]！那么现在就开始着手培养您的璀璨军团吧！,xinshouyindao/v_newfunction_1502_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_1601,1,1,H:H0149,0,,10,-30,您已领悟了[ffb220]星光之魂[-]！现在就让我们去看看如何使用它吧！,xinshouyindao/v_newfunction_1601_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_1602,1,2,H:H0149,0,,15,10,通过拜访占星师您就能获得各种[ffb220]星魂[-]，现在就让我们试试吧！,xinshouyindao/v_newfunction_1602_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_1603,1,2,H:H0149,0,,15,10,这就是您刚刚获取的[ffb220]星魂[-]，让我们收集它们并看看如何使用吧！,xinshouyindao/v_newfunction_1603_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_1604,1,2,H:H0149,0,,15,10,[ffb220]星魂[-]的使用与阵容息息相关，在阵首放置的[ffb220]星魂[-]只生效于阵首英雄，其他位置亦然。,xinshouyindao/v_newfunction_1604_01,1,2,H:H0149,0,,15,10,只要理解了这一点，放置[ffb220]星魂[-]就不是什么难题了，那么让我们开始放置吧。,xinshouyindao/v_newfunction_1604_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_1605,1,2,H:H0149,0,,15,10,这里存放着您所获得的所有[ffb220]星魂[-]，选择并装备它即可。,xinshouyindao/v_newfunction_1605_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_1701,1,1,H:H0149,0,,10,-30,伟大的[ffb220]$P[-]，您已声名远播，一位[ffb220]神秘的商人[-]已慕名来到您的领域。她贩售的珍宝都是世间罕有的噢，现在就让我们去看看吧！,xinshouyindao/v_newfunction_1701_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_1702,1,2,H:H0149,0,,15,10,这里的珍宝都是以[ffb220]拍卖[-]的方式进行出售的。时常关注[ffb220]神秘商人[-]，那些稀有的道具可能就会出现！,xinshouyindao/v_newfunction_1702_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_1801,1,1,H:H0031,0,,10,-30,伟大的[ffb220]$P[-]，[ffb220]诸界神域[-]已向您开放。您每日可以挑战两个不同的[ffb220]神域[-]并获取其中的宝物！,xinshouyindao/v_newfunction_1801_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_1802,1,1,H:H0031,0,,10,-30,不同难度的[ffb220]神域[-]，敌人的实力和奖励也会有所不同，让我们准备开始挑战吧！,xinshouyindao/v_newfunction_1802_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_1901,1,1,H:H0009,0,,10,-30,最近常有一些邪恶的妖魔骚扰我！虽然我是胜利女神，但是我也是需要保护的！,xinshouyindao/v_newfunction_1901_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_1902,1,1,H:H0009,0,,10,-30,成功击退那些妖魔后，我将给予你[ffb220]祝福[-]和[ffb220]珍宝[-]！,xinshouyindao/v_newfunction_1902_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_2001,1,1,H:H0031,0,,10,-30,您的领域内出现了一道虚空裂隙，快让我们去一探究竟吧！,xinshouyindao/v_newfunction_2001_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_2002,1,1,H:H0031,0,,10,-30,我感受到一股可怕的力量，我们的考验来了！,xinshouyindao/v_newfunction_2002_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_2101,1,1,H:H0031,0,,10,-30,伟大的[ffb220]$P[-]，您的威名远播诸界，星辰也为您闪烁辉光！现在就让我们去看看您的[ffb220]创世之路[-]吧！,xinshouyindao/v_newfunction_2101_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_2102,1,2,H:H0031,0,,15,10,如您所见，星辰会记录您的伟绩，每颗闪烁的星辰都会为您的出战英雄增加[ffb220]大量属性[-]。不过点亮星辰绝非易事！还记得我们获得的[ffb220]混沌结晶[-]嘛，它所蕴藏的力量是点亮星辰所不可或缺的呢！现在就让我们试着去点亮星辰吧！,xinshouyindao/v_newfunction_2101_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_2103,1,2,H:H0031,0,,15,10,哇，星辰发出了闪烁的光辉呢，想必您也感觉到力量涌动了吧！现在就让我们踏上新的征程，寻找更多的[ffb220]混沌结晶[-]吧！,xinshouyindao/v_newfunction_2101_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newfunction_2201,1,2,H:H0149,0,,15,10,前方就是大名鼎鼎的美杜莎女王了，我觉得我们最好有所准备！让我来协助您，再次提升您英雄的实力吧。,xinshouyindao/v_newfunction_2201_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trialCN,1,2,$:king,0,,15,10,天行有常，下一次试炼，将会更加残酷！,boss/HDCN/V_zhongguonan_shibai,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
trialTQ,1,2,$:king,0,,15,10,你们通过了试炼，光明在迎接着你们,boss/HDTQ/V_tianqinan_shibai,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
trialTQF,1,2,$:king,0,,15,10,呵！居然通过了试炼，真是你们的造化！,boss/HDTQF/V_tianqinv_shibai,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cnuoyafangzhou,2,,,0,,,,黑暗降临于大地之上，世界因为混沌力量的紊乱而一片混乱……,,2,,,0,,,,神因为惩罚某个世界的凡人，发了一场浩大的洪水，诺亚接到了善神的预言，提前修建了诺亚方舟，在大海来临之前，将各种生物保留在船上，作为最后的生命之种……,,2,,,0,,,,……诺亚方舟孤苦无依的漂泊在一片汪洋之上……未曾想，混沌力量的紊乱引起了整个世界的碎裂与重组，诸神的力量因战乱而削弱……,,2,,,0,,,,……就在此时，混沌神将一队英雄悄然传送到了这不被诸多强大实力关注的“诺亚方舟”之上，将要展开他们的旅途！,,1,1,$:best,,,10,-48,这就是传说中的诺亚方舟么？我们旅途开始的地方！,,1,2,E:3C3001,,,15,10,啊！你们……你们是谁？敌袭！有敌袭！！,,
Czaoyuhaidao,1,2,E:3C6001,0,,15,10,快去报告老大！有人来抢我们的船！,,1,1,$:worst,0,,10,-48,我想这里有一些误会！我们不是来抢船只的！,,1,2,E:3C6001,0,,15,10,每个打劫的人都不会告诉你自己是强盗，大海上最宝贵的东西就是物资和船，你傻还是我傻？,,1,1,$:worst,0,,10,-48,呃！你说的好有道理……,,,,,,,,,,,,,,,,,,,,
Cyinxiaojiaozha,1,2,E:3C6001,0,,15,10,快！躲起来！！一会儿我们包围他们！！！,,1,1,$:worst,0,,10,-48,我们都已经听到了！,,1,2,E:3C6001,0,,15,10,这真不幸啊……,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cchuanzhangheihuzi,1,2,E:ST0205,0,,15,10,没想到，你们还真有两下子，不过在大海上，船是老子的，物资是老子的，你们也会是老子的！,,1,1,$:best,0,,10,-48,不会如你所愿的！,,1,2,E:ST0205,0,,15,10,乖乖给老子当奴隶吧！哈哈哈哈！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cchuanzhangheihuzihou,1,2,E:ST0205,0,,15,10,风紧！扯呼！,,1,1,$:worst,0,,10,-48,败了就想跑？把船的钥匙交出来！,,1,2,E:ST0205,0,,15,10,咋地？,,1,1,$:best,0,,10,-48,成王败寇，我们的地盘该我们做主了！,,1,2,E:ST0205,,,15,10,嘿嘿！你们还是太年轻了，时间会教给你们更多道理的！,,,,,,,,,,,
Czhuijiheihuzi,1,1,$:worst,0,,10,-48,没想到这海盗头子黑胡子一下就溜了……节操呢？,,1,2,E:3C3001,0,,15,10,我们的船长不会抛下我们独自逃跑的！,,1,1,$:best,0,,10,-48,那么你们的船长在哪里？,,1,2,E:3C3001,0,,15,10,……好吧，我也不知道……,,,,,,,,,,,,,,,,,,,,
Cweijiguantou,1,1,$:worst,0,,10,-48,这里没有黑胡子！,,1,1,$:best,0,,10,-48,这里也没有！,,1,2,E:3C4001,0,,15,10,我们老大那么厉害，怎么会叫你们找到！哼！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cbahamute1,2,,,0,,,,英雄们在人生地不熟的诺亚方舟上不断寻找着，却怎么也寻找不到黑胡子船长的踪迹……,,2,,,0,,,,海上风浪越来越大了，诺亚方舟颠簸的漂泊在一望无际的大海之中，感觉风暴就要来临了！,,1,1,$:worst,0,,10,-48,我感受到前方有一位力量强大的战士！,,1,2,E:ST0002,0,,15,10,没有错，是我！,,1,1,$:worst,,,10,-48,你是黑胡子请来的救兵吗？,,1,2,E:ST0002,,,15,10,呵呵呵，那当然不是！你们将要为自己的狂妄付出代价！,,
Cbahamute2,1,1,$:best,0,,10,-48,事实证明，我们的强大并不是狂妄！,,1,2,E:ST0002,0,,15,10,想不到[ffb220]$P[-]的眼光如此不错，竟然有如此强力的英雄辅佐，我竟然看不出你们的实力！,,1,1,$:best,0,,10,-48,那是当然……,,1,2,E:ST0002,0,,15,10,哈哈，为你们的自信鞠一把同情的眼泪吧！,,,,,,,,,,,,,,,,,,,,
Cbahamute3,1,2,E:ST0002,0,,15,10,呵呵，耳听为虚眼见为实，给你们见识一下我真正的力量吧！,,1,1,$:best,0,,10,-48,这里！这里是！！,,1,2,E:ST0002,0,,15,10,知道我们的厉害了吧！？这里是我在虚无空间中创造的异世界，我们在此好好切磋一下吧！,,1,1,$:head,0,,10,-48,有话不能好好说吗！！！,,1,2,E:ST0002,,,15,10,唇枪舌战都是虚的，真刀真枪的交流，我们才能知道彼此的实力是不是呀~看招吧~~,,,,,,,,,,,
Cbahamute4,1,1,$:head,0,,10,-48,真是一场艰难的战斗，托您的福，承让了！,,1,2,E:ST0002,0,,15,10,哈哈，小孩子的脾气不要这么坏嘛~我巴哈姆特的真正的实力，你们以后会了解的~~,,1,1,$:head,0,,10,-48,你就是善龙之神巴哈姆特？,,1,2,E:ST0002,0,,15,10,没有错！善龙之神就是我，我就是巴哈姆特！这世界已经危在旦夕，我想你们已经清楚了[ffb220]$P[-]将你们派到这世界来的用意！,,1,1,$:head,,,10,-48,当然！我们要变得强大！为了世界的和平，为了爱与正义！,,1,2,E:ST0002,,,15,10,听到你们这么讲，我也是放心了！这是蕴含大量混沌力量的结晶，它能使[ffb220]$P[-]变得强大，我将会把你们传送回诺亚方舟上，小心了！,,
Cyatelandisi,2,,,0,,,,英雄们被巴哈姆特的力量席卷，转眼就要回到诺亚方舟……想不到能量的剧烈波动引发了海上强烈的风暴……,,2,,,0,,,,风浪袭来，英雄以及诺亚方舟被巨浪吞噬……,,1,1,$:worst,0,,10,-48,我的天哪，我们的运气太糟糕了，还没回到船上就被风浪卷到了海底！,,1,1,$:best,0,,10,-48,为什么会有这么大的风暴呢？诺亚方舟到了哪里，若是因此沉没，岂不是我们的罪过？,,1,2,E:12C6012,,,15,10,天哪，快看，肉！肉！！,,1,1,$:best,,,10,-48,我们好像有麻烦了，是戈尔贡！,,
Cgeergonglaixi,1,2,E:12C3012,0,,15,10,想不到这些肉还挺难对付的……,,1,1,$:worst,0,,10,-48,拜托你们不要用“肉！肉！！”这样的词语来称呼我们好吗？我们也是名扬四海的英雄……,,1,2,E:12C3012,0,,15,10,你们是谁有什么重要，只是我们大王嘴边的肉而已，嚣张什么！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cjiaozhageergong,1,2,E:12C2012,0,,15,10,这些人类实在是讨厌至极！,,1,1,$:worst,0,,10,-48,是不是乖乖叫你吃掉，我们就不讨厌了？,,1,2,E:12C2012,0,,15,10,对！没错！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cmeidushanvwang,1,2,E:12C6012,0,,15,10,报告大王，我们发现了肉！,,1,2,E:ST0105,0,,15,10,不要叫我大王，要叫我女王大人！,,1,2,E:12C6012,0,,15,10,好的大王，没问题大王！,,1,2,E:ST0105,0,,15,10,好吧，你们看起来并不是普通的肉~那么~看着我的眼睛告诉我~~,,1,1,$:best,,,10,-48,哦！不，快别看她的脸！！！,,1,2,E:ST0105,,,15,10,~~你们是雅典娜派来的英雄吗？？？,,
Cmeidushanvwanghou,1,1,$:worst,0,,10,-48,……都不给个解释的机会就开打，这性子也太火爆了！,,1,2,E:ST0105,0,,15,10,不是敌人就是肉，这解释有啥意义？,,1,1,$:worst,0,,10,-48,……,,1,2,E:12C6012,0,,15,10,可是大王，我们并没有击败他们……要不要请波塞冬大人出马？,,1,2,E:ST0105,,,15,10,哼！干嘛要告诉那个老色鬼！还有，不要叫我大王，叫我女王大人！,,1,2,E:12C6012,,,15,10,好的大王，没问题大王！,,
Cyuntouzhuanxiang,1,1,$:worst,0,,10,-48,美杜莎就这样干脆利落的跑掉啦？刚才的气势呢！,,1,1,$:best,0,,10,-48,可惜了，我们应该向她打听一下关于诺亚方舟的事儿，船有没有沉没，想必她比我们清楚……,,1,2,E:12C5012,0,,15,10,立功的时刻到了，孩儿们！抓住这些肉献给大王一定能得到嘉奖！,,1,2,E:12C1013,0,,15,10,不！抓住了我们要自己偷偷吃掉……,,1,1,$:worst,,,10,-48,不要擅自安排我们的归宿啊……你们和我们商量了吗！！！,,1,2,E:12C1013,,,15,10,好吧，先抓住他们比较重要！,,
Cgeergongzhihui,1,1,$:worst,0,,10,-48,糟糕，我们被戈尔贡包围了！,,1,2,E:12C3012,0,,15,10,你们明白的太晚了，我们的热水都烧好了！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cgeergongzenghen,1,2,E:12C5012,0,,15,10,实在是太过分了！辛苦了怎么久！肉还没吃到嘴里！,,1,1,$:worst,0,,10,-48,我们也很辛苦，好吗……,,1,2,E:12C4012,0,,15,10,这能比吗？我我们只是为了一顿肉，而你们是为了命……,,1,2,E:12C5012,0,,15,10,多辛苦一些是应该的！,,,,,,,,,,,,,,,,,,,,
Chaihuangbosaidong,2,,,0,,,,深海之中，一股波涛汹涌的力量在缓慢的积聚着……,,1,2,E:ST0004,0,,15,10,呵呵呵呵~~~小宝贝儿~~你回来了呀~~~又遇到什么麻烦了呀？,,1,2,E:ST0105,0,,15,10,才没有，别以为自己很厉害的样子！,,1,2,E:ST0004,0,,15,10,不不不，亲爱的，我的能力，再没有人比你更清楚的了，不是吗？,,1,2,E:ST0105,,,15,10,闭嘴，你这个无耻的老色鬼，都是因为你啦，害的人家被雅典娜追杀，现在都追到人家门口了啦！！,,1,2,E:ST0004,,,15,10,那就让我为你效劳，驱逐这些可恶的苍蝇吧，然后我们…………,,
Cbosaidongzhanhou,1,2,E:ST0004,0,,15,10,你们实力很不错嘛，不过我最近身体有点虚，看看这位美丽的女士，我想你们会懂我的……,,1,2,E:ST0105,0,,15,10,呵呵，都说男人靠得住，母猪会上树，世人诚不欺我……,,1,2,E:ST0004,0,,15,10,我还有事儿~就先走了，小子们，别以为老子会放过你们！,,1,1,$:head,0,,10,-48,吵吵嚷嚷的，真是一场好戏呢……,,1,2,E:ST0002,,,15,10,英雄们，你们在这里呀？怎么不上岸呢？我本来打算叫你们坐船上岸的，谁想到……哦呵呵呵呵……,,1,1,$:head,,,10,-48,喂，巴哈姆特！！你是故意的吧，就是故意的吧！！！,,
Caihaohaiya,1,1,$:worst,0,,10,-48,终于上岸了，摆脱了那些戈尔贡，还拿到了混沌结晶……见到明媚的阳光真是令人神清气爽啊…………怎么岸上……还是烦人的戈尔贡？,,1,2,E:12C3012,0,,15,10,嘿嘿，我们都饥饿的爬上岸来抓人吃，第一次见有人从海里爬上来找我们的！,,1,1,$:worst,0,,10,-48,我想你是误会了……,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cxianrukuzhan,1,1,$:worst,0,,10,-48,这些烦人的戈尔贡！他们又来了！,,1,1,$:best,0,,10,-48,看来我们陷入了一场苦战之中……,,1,2,E:12C1013,0,,15,10,就是他们，快抓住他们！！,,1,1,$:best,0,,10,-48,我们似乎有些麻烦，没说的，兄弟们，杀啊！！！,,,,,,,,,,,,,,,,,,,,
Cxianjizhanjin,1,2,E:12C6012,0,,15,10,哈哈哈哈哈哈，俗话说，强龙压不过地头蛇！你们已经被包围啦！,,1,1,$:worst,0,,10,-48,别嚣张！我们是不会输的！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cketuo,1,1,$:worst,0,,10,-48,快看，美杜莎又来了！！,,1,2,E:ST0107,0,,15,10,你才是美杜莎，你全家都是美杜莎，我这么美貌优雅无敌，这么能是美杜莎那货呢！,,1,1,$:worst,0,,10,-48,请问您是？,,1,2,E:ST0107,0,,15,10,我是“百怪之母——刻托”！奉我主波塞冬之命，前来捉拿你们！,,1,1,$:worst,,,10,-48,……原来是波塞冬这货阴魂不散，他一手下败将，怎么有这么厚的脸皮！,,1,2,E:ST0107,,,15,10,呵呵，你们真是太年轻，我主雄浑伟大的力量你们怕是没机会见识了，受死吧！！,,
Cketuohou,1,2,E:ST0107,0,,15,10,哼哼，我技不如人，甘拜下风，别嚣张，在这儿等着！,,1,1,$:best,0,,10,-48,等你才怪，大家快走！！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cxindediren,1,1,$:best,0,,10,-48,怎么这些戈尔贡反而向着我们跑来？她们不该跟着刻托逃跑么？,,1,2,E:12C6012,0,,15,10,快跑！！快跑！！再不跑就没命了！！！,,1,1,$:best,0,,10,-48,虽然有点匪夷所思，但是我们过去看看就知道真相了。,,1,2,E:7C4020,0,,15,10,所有人立即离开哀嚎海崖，立即离开哀嚎海崖，否则格杀勿论，否则格杀勿论！,,1,1,$:worst,,,10,-48,好大的口气！,,1,2,E:7C4020,,,15,10,不服气的话，尽可以留下来 ！,,
Cqianglichuantou,1,1,$:best,0,,10,-48,冲过去！我们将获得最终的胜利！,,1,2,E:7C1020,0,,15,10,哼，竟敢小看我们，是时候让你们吃点苦头了！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Czhongjituidi,1,2,E:7C3020,0,,15,10,包围他们，歼灭他们，叫他们知道，这个地方谁才是老大！,,1,1,$:worst,0,,10,-48,嘿！波塞冬这货哪里去了，有人在他的地盘称王称霸，他怎么不吱声了？,,1,2,E:7C6021,0,,15,10,傻了吧，这叫敌人的敌人就是朋友！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cyincangdebaozang,1,2,E:ST0108,0,,15,10,刻托，这些就是你说的人吗？,,1,2,E:ST0107,0,,15,10,没错！他们据说是从诺亚方舟上来，一定知道诺亚方舟上宝藏藏匿的位置！,,1,1,$:head,0,,10,-48,宝藏是什么？我们不知道！,,1,2,E:ST0108,0,,15,10,想必你们也是知道我的，因为一个预言，父亲被囚禁，弟弟被放逐，只有我变得强大了，我们一家人才有活路，找到那些混沌结晶，才能找到希望……,,1,1,$:head,,,10,-48,拜托，那是你的事情耶！况且我们真的不知道！,,1,2,E:ST0108,,,15,10,既然你们如此冥顽不化，那就不要怪我不客气了！,,
Cyincangdebaozanghou,1,2,E:ST0108,0,,15,10,嗷呜……嗷呜……嗷呜……你们太过分了，竟然欺负到了我的头上！北欧世界会给你们报复的！,,1,1,$:best,0,,10,-48,这句话我们最近已经听了太多遍……,,1,2,E:ST0002,0,,15,10,英雄们，你们是在是太出色了！又拿到了混沌结晶！,,1,1,$:worst,0,,10,-48,当然！不过，今晚会是月圆之夜吗？芬里厄那样子像是要变身呀！,,1,1,$:best,,,10,-48,那还等什么？快跑啊啊啊啊……,,,,,,,,,,,
Chuaguoshan,2,,,0,,,,穿越浓雾弥漫，危机四伏的海崖，走到尽头，英雄们来到一片仙气缭绕的山脉。,,2,,,0,,,,根据巴哈姆特的指引，英雄们义无反顾的顺着一条小道来到仙山之上。,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Ctaruhuaguoshan,1,1,$:best,0,,10,-48,这山里的景色还挺不错的……诶，这有个石碑，上面刻着……花果山……,,1,1,$:worst,0,,10,-48,事情有些不对啊，怎么刚才还走在哀嚎海崖，瞬间就跨越了半个世界来到花果山了呢……原来世界真的混乱了……,,1,2,E:11C1025,0,,15,10,什么人！从哪里来！到哪里去！！,,1,1,$:best,0,,10,-48,我们是路过的，从海边而来，寻找理想中的美好世界而去！,,1,2,E:11C1025,,,15,10,一派胡言，说不定是妖猴同党，抓起来！！,,,,,,,,,,,
Cyaohoutongdang,1,1,$:worst,0,,10,-48,你们太冤枉人了！谁知道你们说的妖猴是什么！,,1,2,E:11C5025,0,,15,10,非我族类，其心必异！你们并不冤枉！！,,1,1,$:head,0,,10,-48,请听我们解释……,,1,2,E:11C5025,0,,15,10,和阎王老爷解释吧！,,,,,,,,,,,,,,,,,,,,
Cwuqingdaji,1,1,$:worst,0,,10,-48,身为国家公务人员，你怎么态度这么嚣张呢？,,1,2,E:11C3025,0,,15,10,因为你们是盗取天庭混沌结晶妖猴的同党！这理由还不够充分吗？！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cshayizhouqi,1,1,$:best,0,,10,-48,简直欲加之罪何患无辞？我们都没说听过什么妖猴！,,1,2,E:11C4025,0,,15,10,没听说过能怎样？,,1,1,$:worst,0,,10,-48,小爷教教你做人的道理！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Czhangyiniumowang,1,1,$:worst,0,,10,-48,那些目中无人的天兵被一群猴子给揍跑了……,,1,2,E:ST0109,0,,15,10,你们是谁？虽然看到你们和天兵天将不是一伙儿的，但此地依然禁止踏入！,,1,1,$:worst,0,,10,-48,我们并非有意冒犯……,,1,2,E:ST0109,0,,15,10,那就是故意的对吗？少说废话，看棍！！,,,,,,,,,,,,,,,,,,,,
Czhangyiniumowanghou,1,2,E:ST0109,0,,15,10,我……竟然……被击败了……,,1,1,$:best,0,,10,-48,这并没有什么！胜败乃兵家常事！,,1,2,E:ST0109,0,,15,10,我居然辜负了那猴子对我的重托，不！！！我绝不认输！我要变的非常强大，才能守住猴子不要再次被人…………,,1,1,$:best,0,,10,-48,趁他沉浸在自己世界里，我们快走……,,,,,,,,,,,,,,,,,,,,
Czaoyuhouqun,1,2,E:14C6027,0,,15,10,此地外人不得踏入，速速退离！,,1,1,$:worst,0,,10,-48,路就在山上，凭什么不叫走呢？,,1,2,E:14C6027,0,,15,10,这山都是我们的，当然是想不叫走就不叫走了，难道你家可以随便旅游么？,,1,1,$:worst,0,,10,-48,做人不能太霸道！,,1,2,E:14C6027,,,15,10,谁告诉你我们要做人了，我们是猴儿！是猴儿！！你看看清楚！！,,,,,,,,,,,
Cjinjidehouzierhou,1,2,E:14C4027,0,,15,10,别嚣张！等着我们大王出关收拾你们！大王一定会给我们出气的哼！,,1,1,$:head,0,,10,-48,等等，你们的大王难道不是孙悟空嘛！！可是他被天庭大肆搜捕，怎么可能赶来自己老家为你们出气！,,1,2,E:14C4027,0,,15,10,你们等着，我们还会回来的！哼！！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
